Date,Open,High,Low,Close,Adj Close,Volume
2015-08-03,17.828100,17.925600,17.127300,17.218201,15.711957,5832805
2015-08-04,17.190100,17.474400,16.819799,17.413200,15.889899,7936390
2015-08-05,17.424801,17.907400,17.371901,17.371901,15.852203,5546035
2015-08-06,17.272699,17.352100,16.623100,17.097500,15.601811,7777275
2015-08-07,17.008301,17.089300,16.580200,16.742100,15.277504,4440095
2015-08-10,16.742100,16.841299,16.578501,16.638000,15.182512,3570710
2015-08-11,16.626400,16.692600,16.256201,16.528900,15.082959,6429335
2015-08-12,16.495899,16.575199,16.041300,16.157000,14.743587,7285410
2015-08-13,16.183500,16.279301,16.033100,16.198299,14.781275,4472765
2015-08-14,16.140499,16.423100,16.140499,16.315701,14.888406,5365745
2015-08-17,16.560301,16.633101,16.200001,16.633101,15.178041,9776195
2015-08-18,16.570200,17.206600,16.542101,17.206600,15.701371,8126360
2015-08-19,17.079300,17.079300,16.793400,16.917400,15.437469,8027745
2015-08-20,16.859501,17.041300,16.605000,16.871099,15.395217,4352370
2015-08-21,16.695900,16.732201,16.282600,16.282600,14.858204,4274930
2015-08-24,15.256200,16.238001,15.256200,15.826400,14.441908,6114735
2015-08-25,15.950400,16.138800,15.727300,16.033100,14.630527,6329510
2015-08-26,16.100800,16.573601,15.995000,16.527300,15.081494,4226530
2015-08-27,16.547100,17.016500,16.547100,16.942101,15.460009,9525120
2015-08-28,16.899200,16.942101,16.528900,16.694201,15.233791,4114000
2015-08-31,16.490900,16.586800,15.970200,16.284300,14.859749,6240575
2015-09-01,15.824800,15.943800,15.686000,15.834700,14.449482,7614530
2015-09-02,16.014900,16.082600,15.439700,15.454500,14.102544,5726930
2015-09-03,15.547100,15.900800,15.310700,15.884300,14.494743,5997970
2015-09-04,15.654500,15.940500,15.376900,15.388400,14.042225,5158835
2015-09-08,15.715700,15.801700,15.183500,15.206600,13.876329,3937340
2015-09-09,15.451200,16.016500,15.132200,15.256200,13.921593,7982975
2015-09-10,14.843000,15.669400,14.843000,15.669400,14.298645,5337310
2015-09-11,15.666100,15.748800,15.390100,15.717400,14.342444,2038850
2015-09-14,15.805000,16.388399,15.662800,16.310699,14.883843,3631815
2015-09-15,16.400000,16.509100,15.795000,16.117399,14.707453,4598000
2015-09-16,16.145500,16.770201,16.145500,16.727301,15.264003,6616885
2015-09-17,16.619801,17.180201,16.481001,16.618200,15.164441,7397940
2015-09-18,16.371901,16.677700,16.003300,16.003300,14.603333,9381735
2015-09-21,15.976900,16.495899,15.950400,16.214899,14.796420,3602170
2015-09-22,15.998300,16.163601,15.520700,15.892600,14.502317,4998510
2015-09-23,15.935500,16.157000,15.542100,15.659500,14.289611,3801820
2015-09-24,15.454500,15.909100,15.132200,15.396700,14.091789,2972849
2015-09-25,15.421500,15.843000,15.256200,15.512400,14.197683,2939695
2015-09-28,15.504100,15.652900,14.950400,15.124000,13.842198,3066987
2015-09-29,15.074400,15.421500,14.975200,15.198300,13.910201,2640462
2015-09-30,15.628100,15.752100,15.099200,15.206600,13.917800,7187884
2015-10-01,15.272700,15.578500,14.851200,15.330600,14.031287,3192464
2015-10-02,15.264500,16.157000,15.231400,16.024799,14.666655,7401812
2015-10-05,16.313999,16.446301,15.760300,15.826400,14.485067,3196457
2015-10-06,15.776900,16.181801,15.719000,16.115700,14.749849,4644827
2015-10-07,16.405001,16.644600,15.966900,16.528900,15.128035,6115098
2015-10-08,16.371901,16.884300,16.297501,16.520700,15.120525,4556739
2015-10-09,16.776899,16.966900,16.008301,16.140499,14.772548,4982780
2015-10-13,16.033100,16.338800,15.570200,15.826400,14.485067,3184478
2015-10-14,15.677700,16.272699,15.677700,15.702500,14.371671,8300721
2015-10-15,15.785100,16.239700,15.661200,16.115700,14.749849,5063124
2015-10-16,16.115700,16.843000,15.867800,16.603300,15.196125,5165490
2015-10-19,16.710699,16.884300,16.322300,16.884300,15.453310,2753234
2015-10-20,16.983500,17.181801,16.330601,16.570200,15.165830,4134570
2015-10-21,16.454500,16.594999,16.107401,16.363600,14.976740,9652291
2015-10-22,16.446301,16.933901,16.256201,16.776899,15.355011,3779193
2015-10-23,16.942101,16.991699,15.652900,15.809900,14.469968,9261340
2015-10-26,15.925600,15.942100,15.454500,15.495900,14.182580,7967729
2015-10-27,15.495900,15.785100,15.371900,15.785100,14.447268,6304342
2015-10-28,15.768600,16.223101,15.206600,15.413200,14.106890,364210
2015-10-29,15.206600,15.438000,15.000000,15.033100,13.759005,2835393
2015-10-30,15.082600,15.289300,14.851200,15.289300,13.993489,3685539
2015-11-03,15.289300,15.760300,15.090900,15.528900,14.212783,4938978
2015-11-04,15.586800,16.198299,15.586800,15.801700,14.462462,4570775
2015-11-05,15.801700,15.991700,15.586800,15.710700,14.379176,2544509
2015-11-06,15.619800,15.892600,14.975200,15.438000,14.129588,2855479
2015-11-09,15.363600,15.504100,14.876000,14.950400,13.683311,2471425
2015-11-10,14.876000,15.454500,14.396700,15.347100,14.046391,5750283
2015-11-11,15.380200,16.190100,15.256200,15.950400,14.598563,4266581
2015-11-12,15.950400,16.429800,15.768600,15.909100,14.560760,2573065
2015-11-13,15.710700,16.033100,15.619800,15.876000,14.530466,2584197
2015-11-16,15.892600,15.991700,15.545500,15.694200,14.364072,4950231
2015-11-17,15.867800,16.347099,15.719000,16.049601,14.689352,3086347
2015-11-18,16.157000,16.231400,15.818200,16.148800,14.780145,3681304
2015-11-19,16.214899,16.553699,16.140499,16.305799,14.923840,4483655
2015-11-23,16.553699,16.735500,16.281000,16.405001,15.014632,2244308
2015-11-24,16.322300,16.619801,16.066099,16.413200,15.022139,3789720
2015-11-25,16.198299,16.421499,15.578500,15.710700,14.379176,7320863
2015-11-26,15.710700,15.900800,15.479300,15.537200,14.220380,4641318
2015-11-27,15.454500,15.727300,14.925600,15.082600,13.804308,2998138
2015-11-30,14.958700,15.157000,14.462800,14.462800,13.237037,19057621
2015-12-01,14.471100,14.652900,14.107400,14.462800,13.237037,11950323
2015-12-02,14.363600,14.661200,13.966900,14.033100,12.843757,16205046
2015-12-03,14.545500,15.066100,14.471100,14.851200,13.592522,8134467
2015-12-04,14.843000,14.876000,14.132200,14.462800,13.237037,5472346
2015-12-07,14.545500,15.049600,14.545500,14.809900,13.554723,3949319
2015-12-08,14.809900,14.975200,14.256200,14.471100,13.244635,3232878
2015-12-09,14.752100,15.371900,14.545500,15.247900,13.955598,6586151
2015-12-10,15.462800,15.553700,14.727300,14.818200,13.562319,4197611
2015-12-11,14.801700,15.082600,14.504100,14.892600,13.630410,4930266
2015-12-14,14.619800,14.785100,14.471100,14.702500,13.456423,2468279
2015-12-15,14.702500,14.768600,14.338800,14.462800,13.237037,2917068
2015-12-16,14.247900,14.752100,14.140500,14.462800,13.237037,5582698
2015-12-17,14.826400,15.024800,14.603300,14.768600,13.516919,3572404
2015-12-18,14.405000,14.578500,14.107400,14.479300,13.298061,4199789
2015-12-21,14.421500,14.628100,14.297500,14.297500,13.131093,3382676
2015-12-22,14.388400,14.462800,13.925600,13.925600,12.789533,4887190
2015-12-23,14.132200,14.281000,14.049600,14.049600,12.903418,2021305
2015-12-28,14.057900,14.281000,13.991700,14.024800,12.880641,3110184
2015-12-29,14.090900,14.603300,14.090900,14.330600,13.161493,2719354
2015-12-30,14.396700,14.553700,13.942100,14.132200,12.979279,3023548
2016-01-04,13.851200,14.107400,13.347100,13.347100,12.258227,8960413
2016-01-05,13.512400,14.454500,13.512400,14.297500,13.131093,8697238
2016-01-06,14.057900,14.661200,14.049600,14.214900,13.055234,4136990
2016-01-07,14.041300,14.173600,13.727300,13.983500,12.842708,5818285
2016-01-08,14.049600,14.214900,13.686000,13.950400,12.812311,2830553
2016-01-11,13.966900,14.099200,13.512400,13.553700,12.447974,5016176
2016-01-12,13.768600,14.082600,13.619800,13.867800,12.736448,2818695
2016-01-13,14.008300,14.281000,13.785100,13.917400,12.782001,3061905
2016-01-14,14.000000,14.000000,13.471100,13.826400,12.698426,3469312
2016-01-15,13.487600,13.752100,13.264500,13.710700,12.592167,4478331
2016-01-18,13.586800,13.669400,13.256200,13.272700,12.189898,6052420
2016-01-19,13.628100,13.669400,13.388400,13.586800,12.478374,4754937
2016-01-20,13.347100,13.586800,13.181800,13.553700,12.447974,3922094
2016-01-21,13.462800,13.677700,13.231400,13.677700,12.561855,3762495
2016-01-22,13.785100,13.966900,13.677700,13.801700,12.675741,3035043
2016-01-26,13.710700,13.793400,13.396700,13.446300,12.349332,2878227
2016-01-27,13.413200,14.124000,13.405000,14.008300,12.865487,3783186
2016-01-28,14.132200,14.247900,13.686000,14.008300,12.865487,2379586
2016-01-29,14.165300,14.809900,14.082600,14.661200,13.465123,5064576
2016-02-01,14.462800,15.165300,14.330600,14.925600,13.707951,3168143
2016-02-02,14.562000,15.024800,14.140500,14.520700,13.336084,5378087
2016-02-03,14.686000,15.487600,14.198300,14.950400,13.730728,4354306
2016-02-04,15.330600,15.388400,14.710700,14.710700,13.510584,4071650
2016-02-05,14.281000,14.338800,13.809900,13.884300,12.751604,14050278
2016-02-10,13.884300,13.933900,13.322300,13.429800,12.334180,3130633
2016-02-11,13.297500,13.520700,13.099200,13.239700,12.159589,5439676
2016-02-12,13.438000,13.578500,13.181800,13.388400,12.296158,3197546
2016-02-15,13.553700,13.719000,13.371900,13.512400,12.410040,2241041
2016-02-16,13.694200,14.124000,13.595000,13.801700,12.675741,3295193
2016-02-17,13.942100,14.661200,13.867800,14.239700,13.078011,5935776
2016-02-18,14.099200,14.611600,13.975200,14.388400,13.214578,2797520
2016-02-19,14.148800,14.826400,14.057900,14.462800,13.282907,2325015
2016-02-22,15.090900,15.206600,14.719000,14.876000,13.662398,3315037
2016-02-23,14.686000,15.140500,14.272700,14.462800,13.282907,2836603
2016-02-24,14.082600,14.396700,13.975200,14.396700,13.222199,2580204
2016-02-25,14.297500,14.735500,14.247900,14.669400,13.472653,2717297
2016-02-26,14.876000,15.124000,14.223100,14.347100,13.176647,1873443
2016-02-29,14.611600,15.157000,14.454500,14.876000,13.662398,6456923
2016-03-01,15.173600,15.471100,14.909100,15.305800,14.057137,6782171
2016-03-02,15.454500,16.206600,15.206600,15.801700,14.512579,6573325
2016-03-03,16.033100,16.644600,16.016500,16.107401,14.793340,9761433
2016-03-04,16.446301,17.148800,16.256201,16.851200,15.476456,8866154
2016-03-07,16.942101,17.239700,16.380199,17.165300,15.764935,8350573
2016-03-08,17.157000,17.504101,17.008301,17.190100,15.787706,8567284
2016-03-09,17.471100,17.875999,16.942101,17.347099,15.931900,4825722
2016-03-10,17.487600,17.760300,17.024799,17.578501,16.144432,5079822
2016-03-11,17.462799,17.685900,16.801701,17.148800,15.749780,5120236
2016-03-14,17.247900,17.768600,17.016500,17.256201,15.848418,4029421
2016-03-15,17.223101,17.223101,16.487600,17.082600,15.688981,3271235
2016-03-16,16.735500,17.520700,16.735500,17.239700,15.892475,8772742
2016-03-17,18.115700,18.338800,17.900801,18.173599,16.753397,10238415
2016-03-18,18.479300,18.826401,17.801701,17.843000,16.448629,6981821
2016-03-21,17.743799,18.363600,17.727301,18.082600,16.669506,3863530
2016-03-22,17.933901,18.628099,17.793400,18.413200,16.974277,3055008
2016-03-23,18.074400,18.438000,17.719000,17.966900,16.562855,4297678
2016-03-24,17.562000,18.190100,17.239700,17.768600,16.380053,2050708
2016-03-28,18.181801,18.214899,17.917400,18.049601,16.639090,2506757
2016-03-29,17.991699,18.338800,17.710699,17.776899,16.387699,4003648
2016-03-30,17.875999,18.338800,17.694201,18.090900,16.677160,5258055
2016-03-31,17.851200,18.148800,17.124001,17.181801,15.839106,1210
2016-04-01,16.909100,17.892599,16.909100,17.520700,16.151524,484
2016-04-04,17.363600,17.479300,16.843000,17.016500,15.686724,7623
2016-04-05,16.743799,17.272699,16.594999,16.917400,15.595365,4598
2016-04-06,16.611601,16.843000,16.330601,16.380199,15.100144,6655
2016-04-07,16.652901,17.090900,16.520700,16.851200,15.534340,9801
2016-04-08,17.520700,17.752100,17.074400,17.520700,16.151524,5422736
2016-04-11,17.768600,17.834700,16.859501,16.875999,15.557203,13673
2016-04-12,17.173599,17.454500,16.677700,17.289301,15.938206,5082
2016-04-13,17.809900,18.429800,17.685900,17.983500,16.578156,25410
2016-04-14,17.983500,18.628099,17.818199,17.909100,16.509567,4547059
2016-04-15,18.214899,18.371901,17.702499,17.975201,16.570505,4605986
2016-04-18,17.785101,18.099199,17.479300,17.685900,16.303814,3744708
2016-04-19,17.710699,17.950399,17.281000,17.652901,16.273390,1331
2016-04-20,17.446301,17.628099,17.024799,17.231400,15.884829,2856931
2016-04-22,16.991699,17.256201,16.247900,16.272699,15.164737,8025446
2016-04-25,16.322300,16.405001,15.892600,16.074400,14.979941,5169846
2016-04-26,15.578500,16.446301,15.537200,16.355400,15.241809,8075298
2016-04-27,16.537201,17.289301,16.363600,16.975201,15.819411,4719726
2016-04-28,16.793400,17.537201,16.685900,17.181801,16.011944,6109169
2016-04-29,17.355400,17.355400,16.975201,17.165300,15.996568,3326774
2016-05-02,17.049601,17.520700,16.760300,17.413200,16.227589,2238258
2016-05-03,17.330601,17.594999,17.124001,17.355400,16.173719,4665760
2016-05-04,17.272699,17.594999,17.008301,17.545500,16.350874,5553658
2016-05-05,17.545500,17.562000,17.181801,17.181801,16.011944,1963104
2016-05-06,17.049601,17.231400,16.685900,16.983500,15.827147,3231184
2016-05-09,16.950399,17.124001,16.380199,16.950399,15.796293,3178670
2016-05-10,17.198299,17.801701,17.024799,17.570200,16.373894,6761843
2016-05-11,17.958700,18.024799,17.256201,17.603300,16.404743,4152357
2016-05-12,17.950399,18.495899,17.652901,18.347099,17.097900,5858820
2016-05-13,18.322300,18.512400,17.975201,18.405001,17.151855,4536169
2016-05-16,18.140499,18.479300,17.884300,18.388399,17.136381,3298581
2016-05-17,18.504101,18.504101,17.809900,18.057899,16.828390,3085742
2016-05-18,17.743799,18.148800,17.619801,17.826401,16.612656,3979569
2016-05-19,17.528900,17.909100,17.297501,17.545500,16.350874,5269429
2016-05-20,17.380199,18.008301,17.322300,17.809900,16.597275,3239533
2016-05-23,17.355400,17.809900,17.338800,17.768600,16.558784,2443232
2016-05-24,17.752100,18.024799,17.545500,17.685900,16.481716,1818872
2016-05-25,17.685900,17.760300,17.090900,17.107401,15.942610,4013449
2016-05-27,16.933901,17.289301,16.652901,16.991699,15.834783,4122470
2016-05-30,17.024799,17.239700,16.809900,16.942101,15.788560,1152888
2016-05-31,16.900801,17.313999,16.793400,17.272699,16.096653,4443362
2016-06-01,17.272699,17.661200,17.074400,17.562000,16.366259,3497263
2016-06-02,17.545500,18.132200,17.495899,18.099199,16.866879,2700115
2016-06-03,18.165300,18.363600,17.826401,18.223101,16.982338,2511597
2016-06-06,18.305799,18.644600,18.024799,18.347099,17.097900,3600960
2016-06-07,18.231400,18.594999,18.115700,18.594999,17.328918,2831158
2016-06-08,18.661200,19.132200,18.462799,18.719000,17.444479,5229015
2016-06-09,18.628099,18.917400,18.471100,18.685900,17.413630,4090889
2016-06-10,18.594999,18.677700,18.289301,18.421499,17.167234,1968912
2016-06-13,18.181801,18.504101,18.099199,18.388399,17.136381,2974422
2016-06-14,18.405001,18.446301,17.743799,18.066099,16.836027,3779556
2016-06-15,18.181801,18.528900,17.818199,18.330601,17.082523,4540888
2016-06-16,18.181801,18.785101,17.900801,18.545500,17.282791,2371721
2016-06-17,18.594999,19.033100,18.545500,18.950399,17.660118,4039222
2016-06-20,19.115700,19.454500,18.636400,19.074400,17.775679,5136571
2016-06-21,19.008301,19.710699,18.909100,19.628099,18.291683,3707319
2016-06-22,19.628099,19.628099,18.760300,19.115700,17.814167,6783502
2016-06-23,19.181801,19.528900,18.685900,19.421499,18.160122,5127859
2016-06-24,18.826401,19.214899,18.636400,18.983500,17.750561,4231733
2016-06-27,18.776899,19.024799,18.570200,18.611601,17.402819,2880284
2016-06-28,18.843000,19.041300,18.694201,18.818199,17.596003,3323628
2016-06-29,19.066099,19.504101,19.066099,19.272699,18.020983,3049079
2016-06-30,19.214899,19.809900,19.173599,19.578501,18.306921,4434771
2016-07-01,19.752100,19.933901,19.371901,19.875999,18.585098,4268396
2016-07-04,19.843000,20.504101,19.801701,20.231400,18.917414,1778579
2016-07-05,20.124001,20.413200,19.925600,20.041300,18.739666,5733464
2016-07-06,20.033100,20.148800,19.727301,20.024799,18.724236,3786090
2016-07-07,20.124001,20.297501,19.933901,20.206600,18.894230,3027178
2016-07-08,20.313999,21.214899,20.264500,21.074400,19.705666,5273059
2016-07-11,21.313999,21.570200,21.099199,21.487600,20.092028,4753243
2016-07-12,21.603300,21.801701,21.388399,21.570200,20.169266,6381782
2016-07-13,21.405001,21.586800,21.247900,21.487600,20.092028,2938122
2016-07-14,21.702499,21.702499,21.173599,21.322300,19.937466,8341740
2016-07-15,21.363600,21.586800,21.099199,21.528900,20.130648,3162577
2016-07-18,21.636400,22.082600,21.347099,21.950399,20.524767,2297790
2016-07-19,21.950399,22.107401,21.735500,21.900801,20.478399,2755049
2016-07-20,21.859501,22.413200,21.859501,22.124001,20.687103,2129721
2016-07-21,21.975201,22.181801,21.677700,21.942101,20.517012,1650682
2016-07-22,21.785101,22.396700,21.785101,22.313999,20.864759,2108909
2016-07-25,22.190100,22.305799,21.446301,21.528900,20.130648,4316191
2016-07-26,22.223101,22.223101,21.462799,21.537201,20.138409,5029849
2016-07-27,21.562000,22.545500,21.562000,22.024799,20.594341,5200822
2016-07-28,21.834700,22.322300,21.834700,22.322300,20.872515,1912042
2016-07-29,22.322300,22.851200,22.322300,22.528900,21.065699,3436400
2016-08-01,22.719000,22.892599,22.479300,22.702499,21.228027,2694065
2016-08-02,22.438000,22.644600,22.148800,22.396700,20.942087,2012230
2016-08-03,22.148800,22.454500,21.900801,22.132200,20.694765,2978657
2016-08-04,22.396700,22.661200,22.132200,22.479300,21.019323,2583834
2016-08-05,22.479300,22.661200,22.223101,22.347099,20.895708,1736713
2016-08-08,22.347099,22.495899,22.165300,22.231400,20.787521,931821
2016-08-09,22.115700,22.429800,22.033100,22.305799,20.857086,1894134
2016-08-10,22.479300,22.487600,21.917400,22.041300,20.609770,1484670
2016-08-11,21.975201,22.380199,21.735500,22.313999,20.864759,3196699
2016-08-12,22.388399,22.528900,22.190100,22.322300,20.872515,2363130
2016-08-15,22.479300,22.636400,22.198299,22.396700,20.942087,3061179
2016-08-16,22.206600,22.438000,21.991699,22.132200,20.694765,2602468
2016-08-17,21.983500,22.214899,21.157000,21.818199,20.401154,7746783
2016-08-18,21.818199,21.958700,21.239700,21.297501,19.914278,3270025
2016-08-19,21.157000,21.512400,21.057899,21.206600,19.829281,2501796
2016-08-22,21.000000,21.594999,20.958700,21.157000,19.782902,2461261
2016-08-23,21.272699,21.272699,20.289301,20.289301,18.971558,6639512
2016-08-24,20.289301,20.785101,20.223101,20.537201,19.203356,4286183
2016-08-25,20.636400,21.421499,20.619801,21.198299,19.821518,3266758
2016-08-26,21.157000,21.289301,20.388399,20.909100,19.551104,2868063
2016-08-29,20.909100,21.405001,20.553699,21.231400,19.852468,1745425
2016-08-30,21.099199,21.338800,20.851200,21.074400,19.705666,7284926
2016-08-31,21.074400,21.264500,20.578501,21.181801,19.806089,5025372
2016-09-01,21.024799,21.165300,20.661200,20.776899,19.427492,4472765
2016-09-02,20.991699,21.380199,20.719000,21.380199,19.991608,2417943
2016-09-05,21.405001,21.487600,21.066099,21.272699,19.891085,919842
2016-09-06,21.446301,21.743799,21.173599,21.652901,20.246597,2477717
2016-09-08,21.702499,21.892599,21.206600,21.405001,20.014799,4634300
2016-09-09,21.000000,21.165300,20.661200,20.661200,19.319302,3161488
2016-09-12,20.652901,20.826401,20.363600,20.826401,19.473770,2178484
2016-09-13,20.405001,20.760300,19.933901,20.338800,19.017839,2536523
2016-09-14,20.338800,20.520700,20.082600,20.405001,19.079746,1867151
2016-09-15,20.413200,20.652901,20.223101,20.537201,19.203356,1659757
2016-09-16,20.537201,20.537201,19.859501,20.347099,19.025600,3442571
2016-09-19,20.512400,20.809900,20.347099,20.479300,19.149212,2131415
2016-09-20,20.661200,20.760300,20.396700,20.760300,19.411964,1278002
2016-09-21,20.710699,20.727301,20.132200,20.545500,19.211119,5425640
2016-09-22,20.909100,21.024799,20.727301,20.843000,19.489294,5465328
2016-09-23,21.066099,21.239700,20.636400,20.843000,19.489294,2235838
2016-09-26,20.743799,20.859501,20.413200,20.594999,19.257401,1236015
2016-09-27,20.727301,20.900801,20.471100,20.900801,19.609819,2506757
2016-09-28,20.950399,21.322300,20.545500,21.074400,19.772688,2204257
2016-09-29,20.925600,21.165300,20.405001,20.405001,19.144640,2548865
2016-09-30,20.570200,20.793400,20.223101,20.223101,18.973974,4840726
2016-10-03,20.305799,20.826401,20.190100,20.636400,19.361744,4553835
2016-10-04,20.826401,20.909100,19.562000,20.049601,18.811186,8319355
2016-10-05,20.148800,20.685900,20.099199,20.611601,19.338472,3779677
2016-10-06,20.471100,20.702499,20.247900,20.661200,19.385010,2688257
2016-10-07,20.702499,21.157000,20.652901,21.157000,19.850187,5043522
2016-10-10,21.231400,21.322300,20.991699,21.322300,20.005276,3790204
2016-10-11,21.313999,21.371901,20.909100,21.074400,19.772688,4784219
2016-10-13,21.074400,21.471100,20.826401,21.471100,20.144888,9747639
2016-10-14,21.495899,21.942101,21.322300,21.735500,20.392956,5287821
2016-10-17,21.809900,22.206600,21.685900,21.983500,20.625639,3781613
2016-10-18,21.991699,22.727301,21.809900,22.322300,20.943504,6550335
2016-10-19,22.313999,22.438000,21.917400,22.281000,20.904762,2465617
2016-10-20,21.942101,22.520700,21.851200,22.313999,20.935722,2593030
2016-10-21,22.157000,22.520700,21.991699,22.231400,20.858225,2632839
2016-10-24,22.231400,22.479300,22.066099,22.231400,20.858225,1929587
2016-10-25,21.785101,22.553699,21.611601,22.239700,20.866011,6990654
2016-10-26,22.256201,22.479300,21.768600,22.107401,20.741888,5574228
2016-10-27,22.066099,22.347099,21.735500,21.818199,20.470543,3852882
2016-10-28,21.611601,22.090900,21.611601,21.900801,20.548052,1823470
2016-10-31,22.049601,22.371901,21.818199,22.313999,20.935722,3456486
2016-11-01,22.272699,22.313999,21.545500,21.652901,20.315458,2833336
2016-11-03,21.652901,21.752100,20.677700,20.677700,19.400494,5492674
2016-11-04,20.702499,20.884300,19.975201,20.074400,18.834454,8666988
2016-11-07,20.256201,20.983500,20.148800,20.735500,19.454721,3696671
2016-11-08,20.826401,20.933901,20.363600,20.570200,19.299633,2381401
2016-11-09,20.157000,20.495899,19.851200,20.247900,18.997236,2447104
2016-11-10,20.066099,20.247900,19.057899,19.256201,18.066793,6221941
2016-11-11,19.008301,19.619801,18.594999,18.826401,17.663544,8683202
2016-11-14,18.594999,19.562000,18.413200,19.198299,18.012470,5249948
2016-11-16,19.214899,19.603300,18.942101,19.421499,18.221888,3339963
2016-11-17,19.421499,19.454500,18.809900,18.875999,17.710075,8848609
2016-11-18,19.008301,19.148800,18.661200,18.843000,17.679113,2964621
2016-11-21,18.826401,19.066099,18.479300,18.950399,17.779882,3092276
2016-11-22,19.231400,19.520700,18.950399,18.950399,17.779882,2748757
2016-11-23,18.834700,18.950399,18.487600,18.553699,17.407688,3433133
2016-11-24,18.677700,18.991699,18.619801,18.884300,17.717865,2428470
2016-11-25,18.504101,18.867800,18.487600,18.801701,17.640368,1890262
2016-11-28,18.677700,19.363600,18.528900,19.363600,18.167559,3286723
2016-11-29,19.363600,19.388399,18.528900,18.528900,17.384422,3511299
2016-11-30,18.909100,19.173599,18.305799,18.578501,17.430956,3140313
2016-12-01,18.297501,18.512400,17.661200,17.917400,16.810690,9437032
2016-12-02,17.636400,18.165300,17.388399,18.016500,16.903667,4153204
2016-12-05,18.181801,18.181801,17.628099,17.925600,16.818384,3325322
2016-12-06,17.669399,18.355400,17.504101,17.991699,16.880402,5700552
2016-12-07,18.223101,18.594999,17.966900,18.446301,17.306919,4418436
2016-12-08,18.677700,18.677700,18.239700,18.471100,17.330187,3330404
2016-12-09,18.562000,18.809900,18.181801,18.628099,17.477488,3888577
2016-12-12,18.347099,18.594999,18.016500,18.371901,17.237116,2164085
2016-12-13,18.322300,18.892599,18.190100,18.843000,17.679113,4874122
2016-12-14,18.710699,18.958700,18.661200,18.760300,17.601522,4418315
2016-12-15,18.785101,18.785101,18.297501,18.611601,17.462009,3485284
2016-12-16,18.727301,18.942101,18.545500,18.727301,17.639368,3558610
